customer_id,customer_name,segment,recency,frequency,monetary,avg_discount,avg_margin,num_channels,churn_prob,segment_label,recommended_action,priority
EB-14170,Evan Bailliet,Consumer,82,6,282.1701,0.2285714285714286,0.22892857142857143,3,0.002654954,Lost,Standard newsletter + seasonal promotions,LOW
AH-10075,Adam Hart,Corporate,34,10,281.189,0.135,0.16847619047619047,3,0.0011337046,Loyal,Upsell to higher-margin categories (Technology),LOW
MS-17770,Maxwell Schwartz,Consumer,121,9,280.85839999999996,0.09999999999999999,0.20030701754385963,3,0.0012502637,Loyal,Upsell to higher-margin categories (Technology),LOW
MA-17995,Michelle Arnett,Home Office,186,6,280.7822,0.041666666666666664,0.31451388888888887,3,,Lost,Dormant reactivation: survey + discount offer,LOW
PB-19150,Philip Brown,Consumer,97,8,280.6606,0.1272727272727273,0.2427272727272727,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RF-19840,Roy Französisch,Consumer,6,8,280.0261,0.0818181818181818,0.18606060606060604,3,0.0013739988,Loyal,Upsell to higher-margin categories (Technology),LOW
CA-12265,Christina Anderson,Consumer,56,9,279.6183,0.18941176470588236,-0.06913206459054211,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JC-15775,John Castell,Consumer,158,9,279.56919999999997,0.12187500000000001,0.22354779411764703,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BO-11350,Bill Overfelt,Corporate,137,5,278.77700000000004,0.2333333333333333,0.05402777777777775,3,,Lost,Dormant reactivation: survey + discount offer,LOW
TT-21220,Thomas Thornton,Consumer,183,8,278.7371,0.21333333333333335,0.011500000000000017,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AA-10375,Allen Armold,Consumer,19,9,277.3824,0.08000000000000002,0.319,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
HE-14800,Harold Engle,Corporate,12,4,274.4028,0.018181818181818184,0.3297727272727272,3,0.004239481,Lost,Standard newsletter + seasonal promotions,LOW
KB-16405,Katrina Bavinger,Home Office,117,3,274.297,0.044444444444444446,0.31123456790123455,3,,Lost,Standard newsletter + seasonal promotions,LOW
MV-18190,Mike Vittorini,Consumer,19,7,273.8582,0.08636363636363636,0.28875668449197855,3,0.0019431341,Loyal,Upsell to higher-margin categories (Technology),LOW
PC-18745,Pamela Coakley,Corporate,2,4,272.685,0.22000000000000003,0.04833333333333334,3,,Lost,Standard newsletter + seasonal promotions,LOW
CB-12415,Christy Brittain,Consumer,26,8,272.3883,0.3333333333333333,-0.32,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
HA-14905,Helen Abelman,Consumer,69,7,270.8574,0.22999999999999998,0.00808333333333334,3,0.002092432,Loyal,Upsell to higher-margin categories (Technology),LOW
RK-19300,Ralph Kennedy,Consumer,119,3,269.688,0.07500000000000001,0.29385416666666664,3,0.002759711,Lost,Standard newsletter + seasonal promotions,LOW
TB-21355,Todd Boyes,Corporate,146,5,268.967,0.06153846153846154,0.32173076923076915,3,,Lost,Dormant reactivation: survey + discount offer,LOW
SP-20650,Stephanie Phelps,Corporate,386,9,268.4782,0.15333333333333332,0.19511111111111112,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TC-21145,Theresa Coyne,Corporate,106,1,265.5332,0.0,0.23500000000000001,2,,Lost,Standard newsletter + seasonal promotions,LOW
AB-10255,Alejandro Ballentine,Home Office,166,9,264.5675,0.1,0.3068452380952381,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LS-16975,Lindsay Shagiari,Home Office,20,9,262.63669999999996,0.2818181818181818,-0.17863636363636368,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
EB-13870,Emily Burns,Consumer,100,10,261.5315,0.29090909090909095,-0.12636724386724388,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CK-12325,Christine Kargatis,Home Office,120,5,261.22090000000003,0.18333333333333335,0.11908730158730158,3,,Lost,Standard newsletter + seasonal promotions,LOW
TS-21160,Theresa Swint,Corporate,504,6,260.87440000000004,0.22352941176470587,-0.0029621848739495747,3,,At Risk,Re-engagement email: show personalized deals,LOW
TB-21250,Tim Brockman,Consumer,349,7,260.6155,0.2473684210526316,-0.016842105263157908,3,,Lost,Dormant reactivation: survey + discount offer,LOW
BT-11395,Bill Tyler,Corporate,302,6,257.9163,0.15,0.1438333333333333,3,,Lost,Dormant reactivation: survey + discount offer,LOW
KT-16465,Kean Takahito,Consumer,391,7,254.0032,0.2285714285714286,0.10344387755102043,3,,At Risk,Re-engagement email: show personalized deals,LOW
BC-11125,Becky Castell,Home Office,202,9,251.5974,0.1111111111111111,0.16546516754850088,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DK-13150,David Kendrick,Corporate,10,2,249.9447,0.12000000000000002,0.31849999999999995,2,0.002933929,Lost,Standard newsletter + seasonal promotions,LOW
FM-14215,Filia McAdams,Corporate,7,10,249.6808,0.09333333333333334,0.23522222222222222,3,0.0019006904,Loyal,Upsell to higher-margin categories (Technology),LOW
ZD-21925,Zuschuss Donatelli,Consumer,202,5,249.1307,0.1111111111111111,0.25833333333333336,3,,Lost,Dormant reactivation: survey + discount offer,LOW
PR-18880,Patrick Ryan,Consumer,36,5,247.6226,0.11666666666666668,0.219375,3,,Lost,Standard newsletter + seasonal promotions,LOW
MS-17710,Maurice Satty,Consumer,413,6,247.4348,0.22,0.10659523809523809,3,,At Risk,Re-engagement email: show personalized deals,LOW
ES-14080,Erin Smith,Corporate,28,9,246.6661,0.26,0.01701785714285716,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CA-12310,Christine Abelman,Corporate,13,4,246.02179999999998,0.11818181818181818,0.15457792207792206,3,,Lost,Standard newsletter + seasonal promotions,LOW
LS-17200,Luke Schmidt,Corporate,96,6,244.197,0.2,0.031607142857142806,3,,Lost,Standard newsletter + seasonal promotions,LOW
RB-19705,Roger Barcio,Home Office,54,4,243.07549999999998,0.1571428571428571,0.013378684807256236,3,,Lost,Standard newsletter + seasonal promotions,LOW
EH-14185,Evan Henry,Consumer,105,6,242.1107,0.28750000000000003,-0.09781250000000004,3,,Lost,Standard newsletter + seasonal promotions,LOW
DP-13000,Darren Powers,Consumer,126,9,241.4524,0.2117647058823529,0.13151960784313724,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
EM-14095,Eudokia Martin,Corporate,113,4,240.2362,0.1,0.27775,3,,Lost,Standard newsletter + seasonal promotions,LOW
BS-11665,Brian Stugart,Consumer,582,3,238.73680000000002,0.18181818181818182,-0.004545454545454561,3,,At Risk,Re-engagement email: show personalized deals,LOW
MH-17785,Maya Herman,Corporate,98,7,238.5614,0.07272727272727274,0.24295454545454545,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SC-20380,Shahid Collister,Consumer,30,9,236.66149999999996,0.19,0.04033333333333331,3,0.0011607839,Loyal,Upsell to higher-margin categories (Technology),LOW
KA-16525,Kelly Andreada,Consumer,36,7,234.9194,0.05454545454545456,0.24909090909090906,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CD-12280,Christina DeMoss,Consumer,42,2,233.0274,0.08461538461538462,0.2647222222222222,3,,Lost,Standard newsletter + seasonal promotions,LOW
GD-14590,Giulietta Dortch,Corporate,5,4,230.93729999999996,0.13333333333333333,0.2847222222222222,3,,Lost,Standard newsletter + seasonal promotions,LOW
PB-18805,Patrick Bzostek,Home Office,25,3,229.2257,0.12000000000000002,0.3025,3,,Lost,Standard newsletter + seasonal promotions,LOW
SC-20305,Sean Christensen,Consumer,29,7,229.1617,0.21666666666666667,0.1563392857142857,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CL-12700,Craig Leslie,Home Office,105,5,229.00990000000002,0.1875,0.11687499999999998,3,,Lost,Standard newsletter + seasonal promotions,LOW
JL-15835,John Lee,Consumer,21,11,228.907,0.08823529411764706,0.242531512605042,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SF-20065,Sandra Flanagan,Consumer,59,7,228.1623,0.1,0.23952380952380953,3,0.001510553,Loyal,Upsell to higher-margin categories (Technology),LOW
BF-10975,Barbara Fisher,Corporate,91,7,227.4384,0.14615384615384613,0.24826923076923074,3,0.0016668093,Loyal,Upsell to higher-margin categories (Technology),LOW
MP-18175,Mike Pelletier,Home Office,16,9,226.4529,0.15526315789473685,0.12363261093911247,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
PA-19060,Pete Armstrong,Home Office,103,6,225.8588,0.1857142857142857,0.2067857142857143,3,,Lost,Standard newsletter + seasonal promotions,LOW
TZ-21580,Tracy Zic,Consumer,35,4,224.8887,0.08888888888888889,0.27416666666666667,3,,Lost,Standard newsletter + seasonal promotions,LOW
DL-13330,Denise Leinenbach,Consumer,57,4,222.6812,0.05,0.305,3,0.0039030376,Lost,Standard newsletter + seasonal promotions,LOW
JE-15745,Joel Eaton,Consumer,51,13,221.79670000000002,0.14565217391304347,-0.00968487394957982,3,0.0012833684,Loyal,Upsell to higher-margin categories (Technology),LOW
TS-21655,Trudy Schmidt,Consumer,238,5,220.91629999999998,0.19285714285714287,-0.1239795918367347,3,,Lost,Dormant reactivation: survey + discount offer,LOW
AB-10165,Alan Barnes,Consumer,25,8,220.813,0.13571428571428573,0.24206632653061225,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TR-21325,Toby Ritter,Consumer,193,5,220.36440000000002,0.028571428571428574,0.3885714285714285,2,,Lost,Dormant reactivation: survey + discount offer,LOW
PB-19105,Peter Bühler,Consumer,57,4,218.15970000000002,0.12000000000000002,0.253,3,,Lost,Standard newsletter + seasonal promotions,LOW
TC-21535,Tracy Collins,Home Office,4,7,217.933,0.11000000000000001,0.18816666666666665,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
NG-18430,Nathan Gelder,Consumer,48,5,217.0893,0.1111111111111111,0.2872222222222222,3,0.0035822338,Lost,Standard newsletter + seasonal promotions,LOW
FO-14305,Frank Olsen,Consumer,38,10,215.59689999999998,0.22,-0.0367777777777778,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CM-11815,Candace McMahon,Corporate,131,6,214.463,0.12000000000000002,0.23324999999999996,3,,Lost,Dormant reactivation: survey + discount offer,LOW
DB-12970,Darren Budd,Corporate,241,5,213.00289999999998,0.16571428571428573,0.13340802987861808,3,,Lost,Dormant reactivation: survey + discount offer,LOW
MB-17305,Maria Bertelson,Consumer,48,10,212.425,0.17368421052631577,0.15829156223893062,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CA-12055,Cathy Armstrong,Home Office,401,5,211.2559,0.3,-0.2045,3,,At Risk,Re-engagement email: show personalized deals,LOW
MC-17575,Matt Collins,Consumer,27,8,210.7493,0.29090909090909095,-0.1823484848484849,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DK-13225,Dean Katz,Corporate,10,9,209.89940000000004,0.19473684210526318,0.0531140350877193,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BP-11050,Barry Pond,Corporate,83,5,209.78300000000002,0.14285714285714285,0.0017857142857142735,3,,Lost,Standard newsletter + seasonal promotions,LOW
JL-15175,James Lanier,Home Office,6,5,209.2817,0.21428571428571427,0.19642857142857142,3,,Lost,Standard newsletter + seasonal promotions,LOW
CC-12100,Chad Cunningham,Home Office,457,6,208.5912,0.21538461538461537,0.02705128205128204,3,,At Risk,Re-engagement email: show personalized deals,LOW
RD-19720,Roger Demir,Consumer,21,10,207.3304,0.1575,0.13564215686274508,3,0.0021857542,Loyal,Upsell to higher-margin categories (Technology),LOW
BD-11620,Brian DeCherney,Consumer,69,6,206.75689999999997,0.17500000000000002,0.08364583333333334,3,,Lost,Standard newsletter + seasonal promotions,LOW
Co-12640,Corey-Lock,Consumer,549,5,205.62820000000002,0.175,0.14656249999999996,2,,At Risk,Re-engagement email: show personalized deals,LOW
VP-21730,Victor Preis,Home Office,30,3,205.3888,0.04,0.22949999999999998,3,,Lost,Standard newsletter + seasonal promotions,LOW
CA-12775,Cynthia Arntzen,Consumer,120,7,204.48950000000002,0.18823529411764706,0.12573529411764706,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JO-15280,Jas O'Carroll,Consumer,92,6,202.13619999999997,0.17272727272727273,0.16272727272727272,3,,Lost,Standard newsletter + seasonal promotions,LOW
JC-16105,Julie Creighton,Corporate,57,5,201.5952,0.044444444444444446,0.33499999999999996,3,0.0051509906,Lost,Standard newsletter + seasonal promotions,LOW
JB-16045,Julia Barnett,Home Office,7,5,201.51850000000002,0.1888888888888889,0.06796296296296298,3,,Lost,Standard newsletter + seasonal promotions,LOW
JJ-15445,Jennifer Jackson,Consumer,483,5,200.5558,0.06666666666666667,0.3358333333333334,3,,At Risk,Re-engagement email: show personalized deals,LOW
DM-13525,Don Miller,Corporate,481,3,199.7688,0.16999999999999998,0.144,3,,At Risk,Re-engagement email: show personalized deals,LOW
SV-20815,Stuart Van,Corporate,76,4,199.6502,0.19999999999999998,0.1733333333333333,2,,Lost,Standard newsletter + seasonal promotions,LOW
PS-18970,Paul Stevenson,Home Office,69,8,198.5099,0.05384615384615384,0.2695054945054945,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
FM-14290,Frank Merwin,Home Office,36,9,198.10949999999997,0.18,-0.012375000000000016,3,0.0012372661,Loyal,Upsell to higher-margin categories (Technology),LOW
PF-19165,Philip Fox,Consumer,196,6,196.87389999999996,0.05,0.22599999999999998,2,,Lost,Dormant reactivation: survey + discount offer,LOW
MC-17605,Matt Connell,Corporate,112,8,195.4486,0.2222222222222222,0.09318121693121692,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CH-12070,Cathy Hwang,Home Office,691,3,195.15109999999999,0.15000000000000002,0.12187499999999998,2,,At Risk,Re-engagement email: show personalized deals,LOW
AM-10360,Alice McCarthy,Corporate,28,5,194.9878,0.125,0.2916666666666667,3,,Lost,Standard newsletter + seasonal promotions,LOW
KT-16480,Kean Thornton,Consumer,100,10,194.0671,0.14769230769230768,0.18587858220211162,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BS-11800,Bryan Spruell,Home Office,265,2,194.0516,0.0,0.37124999999999997,3,,Lost,Dormant reactivation: survey + discount offer,LOW
DS-13030,Darrin Sayre,Home Office,93,4,193.3319,0.1394736842105263,0.17129772961816303,3,,Lost,Standard newsletter + seasonal promotions,LOW
LW-17125,Liz Willingham,Consumer,205,3,192.6312,0.0,0.246,3,,Lost,Dormant reactivation: survey + discount offer,LOW
PN-18775,Parhena Norris,Home Office,30,8,192.0396,0.12307692307692308,0.2171153846153846,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
FM-14380,Fred McMath,Consumer,145,9,191.4898,0.15714285714285717,0.09065476190476186,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
MV-17485,Mark Van Huff,Consumer,27,9,189.0258,0.24000000000000002,-0.026740740740740745,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
GM-14695,Greg Maxwell,Corporate,117,3,188.7235,0.05454545454545456,0.29227272727272724,2,,Lost,Standard newsletter + seasonal promotions,LOW
CC-12670,Craig Carreira,Consumer,29,7,187.8399,0.16785714285714287,0.08481092436974788,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
HR-14770,Hallie Redmond,Home Office,13,5,185.5794,0.04615384615384616,0.235,3,,Lost,Standard newsletter + seasonal promotions,LOW
CS-11845,Cari Sayre,Corporate,91,5,185.3776,0.275,-0.15593750000000003,3,,Lost,Standard newsletter + seasonal promotions,LOW
EB-14110,Eugene Barchas,Consumer,113,6,184.7656,0.2090909090909091,0.11586580086580084,3,,Lost,Standard newsletter + seasonal promotions,LOW
TB-21190,Thomas Brumley,Home Office,49,4,179.0038,0.025,0.32777777777777767,2,,Lost,Standard newsletter + seasonal promotions,LOW
MM-17260,Magdelene Morse,Consumer,168,4,178.402,0.13333333333333333,0.22251322751322752,2,,Lost,Dormant reactivation: survey + discount offer,LOW
DB-13660,Duane Benoit,Consumer,12,7,177.67350000000002,0.16,0.11725000000000001,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CM-12715,Craig Molinari,Corporate,1035,4,176.3108,0.30923076923076925,-0.22489064856711913,3,,At Risk,Re-engagement email: show personalized deals,LOW
Dl-13600,Dorris liebe,Corporate,119,5,175.2388,0.21666666666666667,-0.23379629629629628,2,,Lost,Standard newsletter + seasonal promotions,LOW
RH-19600,Rob Haberlin,Consumer,534,3,172.6261,0.10909090909090909,0.18003246753246754,3,,At Risk,Re-engagement email: show personalized deals,LOW
MG-17890,Michael Granlund,Home Office,99,9,171.7372,0.11923076923076924,0.15145927601809953,3,0.001587863,Loyal,Upsell to higher-margin categories (Technology),LOW
MH-18115,Mick Hernandez,Home Office,5,9,170.9746,0.16818181818181818,0.11607142857142856,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DB-13210,Dean Braden,Consumer,9,10,169.9679,0.18571428571428572,0.05530045351473924,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CG-12520,Claire Gute,Consumer,338,3,169.93439999999998,0.2,0.03700000000000001,3,,At Risk,Re-engagement email: show personalized deals,LOW
MO-17800,Meg O'Connel,Home Office,104,8,169.34369999999998,0.16363636363636364,0.06685064935064934,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SK-19990,Sally Knutson,Consumer,8,3,168.7933,0.22000000000000003,0.084,3,0.005095465,Lost,Standard newsletter + seasonal promotions,LOW
JO-15550,Jesus Ocampo,Home Office,215,5,167.6709,0.23636363636363636,0.07946969696969695,3,,Lost,Dormant reactivation: survey + discount offer,LOW
DS-13180,David Smith,Corporate,23,9,163.6993,0.15350000000000003,0.10017121848739494,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
MR-17545,Mathew Reese,Home Office,125,4,162.9363,0.20000000000000004,-0.0025000000000000113,3,,Lost,Dormant reactivation: survey + discount offer,LOW
EB-13975,Erica Bern,Corporate,0,4,162.8781,0.2833333333333333,-0.009027777777777801,1,0.0048815454,Lost,Standard newsletter + seasonal promotions,LOW
LE-16810,Laurel Elliston,Consumer,21,6,161.76489999999998,0.2555555555555556,-0.29194444444444445,3,,Lost,Standard newsletter + seasonal promotions,LOW
CT-11995,Carol Triggs,Consumer,96,8,161.22629999999995,0.16111111111111112,0.027870370370370337,3,0.001172927,Loyal,Upsell to higher-margin categories (Technology),LOW
SS-20515,Shirley Schmidt,Home Office,491,3,158.5069,0.0,0.31399999999999995,2,,At Risk,Re-engagement email: show personalized deals,LOW
SB-20170,Sarah Bern,Consumer,201,3,157.6658,0.18571428571428572,0.011309523809523795,3,,Lost,Dormant reactivation: survey + discount offer,LOW
KC-16675,Kimberly Carter,Corporate,57,4,156.7797,0.08571428571428573,0.22964285714285712,2,,Lost,Standard newsletter + seasonal promotions,LOW
CS-12460,Chuck Sachs,Consumer,27,2,156.2593,0.06666666666666667,0.32499999999999996,3,,Lost,Standard newsletter + seasonal promotions,LOW
JB-15400,Jennifer Braxton,Corporate,7,10,156.05319999999998,0.20625000000000002,-0.05812500000000002,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AZ-10750,Annie Zypern,Consumer,160,6,154.9503,0.125,0.19002314814814814,3,,Lost,Dormant reactivation: survey + discount offer,LOW
CC-12475,Cindy Chapman,Consumer,39,9,154.851,0.16153846153846155,-8.241758241757594e-05,2,,Loyal,Upsell to higher-margin categories (Technology),LOW
JW-16075,Julia West,Consumer,461,4,154.06369999999998,0.32857142857142857,-0.20130952380952377,3,,At Risk,Re-engagement email: show personalized deals,LOW
AJ-10780,Anthony Jacobs,Corporate,75,7,150.71300000000005,0.08666666666666667,0.20794444444444443,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
EH-13990,Erica Hackney,Consumer,405,6,150.3759,0.0625,0.2867708333333333,3,,At Risk,Re-engagement email: show personalized deals,LOW
CB-12025,Cassandra Brandow,Consumer,47,10,150.2089,0.16346153846153846,0.10463639301874593,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LO-17170,Lori Olson,Corporate,2,5,150.1712,0.25555555555555554,-0.07039682539682539,3,,Lost,Standard newsletter + seasonal promotions,LOW
LC-17140,Logan Currie,Consumer,13,9,148.07500000000002,0.19444444444444445,-0.01679232804232807,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
HG-14845,Harry Greene,Consumer,54,5,147.0032,0.19,0.18041666666666667,3,,Lost,Standard newsletter + seasonal promotions,LOW
EP-13915,Emily Phan,Consumer,12,17,144.9578,0.19741935483870968,0.030209406343182407,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CR-12625,Corey Roper,Home Office,470,3,144.7594,0.0,0.3725,3,,At Risk,Re-engagement email: show personalized deals,LOW
VG-21790,Vivek Gonzalez,Consumer,154,6,143.6268,0.07500000000000001,0.220625,3,,Lost,Dormant reactivation: survey + discount offer,LOW
BD-11635,Brian Derr,Consumer,9,3,141.53400000000002,0.1,0.28405555555555556,3,,Lost,Standard newsletter + seasonal promotions,LOW
CK-12205,Chloris Kastensmidt,Consumer,39,13,141.2831,0.234375,0.06443452380952377,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BD-11770,Bryan Davis,Consumer,327,6,141.265,0.12000000000000002,0.25975000000000004,2,,Lost,Dormant reactivation: survey + discount offer,LOW
BE-11455,Brad Eason,Home Office,254,6,139.20080000000002,0.14615384615384613,0.14647435897435895,3,,Lost,Dormant reactivation: survey + discount offer,LOW
ML-18040,Michelle Lonsdale,Corporate,79,3,138.71620000000001,0.25,-0.14625000000000002,2,,Lost,Standard newsletter + seasonal promotions,LOW
BM-11785,Bryan Mills,Consumer,218,10,137.7439,0.25,-0.0242857142857143,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
PG-18820,Patrick Gardner,Consumer,36,13,137.46130000000002,0.16923076923076924,0.007179487179487166,3,0.0011435907,Loyal,Upsell to higher-margin categories (Technology),LOW
GA-14725,Guy Armstrong,Consumer,5,11,136.70790000000002,0.17954545454545456,0.02198529411764703,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AS-10630,Ann Steele,Home Office,92,7,136.49190000000002,0.18333333333333335,0.28944444444444445,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SS-20590,Sonia Sunley,Consumer,432,6,135.5401,0.0,0.3044444444444444,3,,At Risk,Re-engagement email: show personalized deals,LOW
DC-13285,Debra Catini,Consumer,23,5,132.06820000000002,0.07857142857142858,0.16684873949579831,3,,Lost,Standard newsletter + seasonal promotions,LOW
AB-10015,Aaron Bergman,Consumer,415,3,129.3465,0.06666666666666667,0.10541666666666666,2,,At Risk,Re-engagement email: show personalized deals,LOW
BT-11485,Brad Thomas,Home Office,659,2,126.8694,0.06666666666666667,0.3641666666666667,2,,At Risk,Re-engagement email: show personalized deals,LOW
JB-16000,Joy Bell-,Consumer,43,7,126.76490000000001,0.07428571428571429,0.3547689075630252,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SJ-20125,Sanjit Jacobs,Home Office,95,12,123.10609999999998,0.24347826086956523,-0.05501552795031059,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JK-16120,Julie Kriz,Home Office,117,10,122.6566,0.20588235294117646,0.045882352941176444,3,0.001061355,Loyal,Upsell to higher-margin categories (Technology),LOW
MH-17620,Matt Hagelstein,Corporate,155,4,122.3612,0.23333333333333336,-0.04625000000000001,2,0.0041490523,Lost,Dormant reactivation: survey + discount offer,LOW
MC-18130,Mike Caudle,Corporate,369,5,121.7565,0.05454545454545456,0.24090909090909085,3,,At Risk,Re-engagement email: show personalized deals,LOW
NK-18490,Neil Knudson,Home Office,70,7,121.2177,0.1272727272727273,0.29204545454545455,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BG-11740,Bruce Geld,Consumer,57,6,119.34790000000001,0.14285714285714285,0.1882142857142857,3,,Lost,Standard newsletter + seasonal promotions,LOW
TC-21475,Tony Chapman,Home Office,153,9,119.104,0.2636363636363636,-0.19000000000000003,2,,Loyal,Upsell to higher-margin categories (Technology),LOW
MB-18085,Mick Brown,Consumer,44,7,117.8057,0.2,0.12272619047619045,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
NB-18655,Nona Balk,Corporate,19,9,117.6429,0.1735294117647059,0.15143939393939396,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
HM-14980,Henry MacAllister,Consumer,247,4,117.2755,0.17142857142857146,0.2382142857142857,3,,Lost,Dormant reactivation: survey + discount offer,LOW
JM-15655,Jim Mitchum,Corporate,8,5,117.20400000000001,0.15833333333333335,0.13965277777777776,3,,Lost,Standard newsletter + seasonal promotions,LOW
BD-11560,Brendan Dodson,Home Office,278,2,116.714,0.0,0.41999999999999993,3,,Lost,Dormant reactivation: survey + discount offer,LOW
VM-21835,Vivian Mathis,Consumer,117,5,116.6373,0.11249999999999999,0.24479166666666663,3,,Lost,Standard newsletter + seasonal promotions,LOW
KN-16450,Kean Nguyen,Corporate,52,5,114.3083,0.28125,-0.23808210784313724,3,0.004156315,Lost,Standard newsletter + seasonal promotions,LOW
CS-12175,Charles Sheldon,Corporate,232,5,113.1405,0.1625,0.12270833333333332,3,,Lost,Dormant reactivation: survey + discount offer,LOW
JM-15580,Jill Matthias,Consumer,0,5,113.1204,0.1142857142857143,0.3125,2,,Lost,Standard newsletter + seasonal promotions,LOW
JD-16060,Julia Dunbar,Consumer,300,3,111.11410000000001,0.049999999999999996,0.22142857142857142,2,,Lost,Dormant reactivation: survey + discount offer,LOW
BF-11080,Bart Folk,Consumer,25,3,110.9272,0.0,0.4116666666666666,3,0.005707144,Lost,Standard newsletter + seasonal promotions,LOW
LP-17080,Liz Pelletier,Consumer,40,4,110.7813,0.1111111111111111,0.31472222222222224,3,,Lost,Standard newsletter + seasonal promotions,LOW
DB-13555,Dorothy Badders,Corporate,107,7,109.32700000000001,0.15142857142857144,0.09598739495798318,3,,Lost,Standard newsletter + seasonal promotions,LOW
DM-12955,Dario Medina,Corporate,114,7,108.7583,0.16666666666666666,0.15674603174603174,3,,Lost,Standard newsletter + seasonal promotions,LOW
JR-15700,Jocasta Rupert,Consumer,68,1,107.985,0.2,0.125,1,,Lost,Standard newsletter + seasonal promotions,LOW
KW-16570,Kelly Williams,Consumer,771,4,107.92699999999999,0.04,0.2845,2,,At Risk,Re-engagement email: show personalized deals,LOW
BG-11695,Brooke Gillingham,Corporate,36,6,107.5715,0.1375,0.2230059523809524,3,,Lost,Standard newsletter + seasonal promotions,LOW
ME-18010,Michelle Ellison,Corporate,92,4,107.3604,0.16666666666666666,0.16208333333333333,3,,Lost,Standard newsletter + seasonal promotions,LOW
SV-20935,Susan Vittorini,Consumer,2,8,106.8912,0.23076923076923078,0.06096153846153844,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CS-11860,Cari Schnelling,Consumer,162,6,105.8275,0.2285714285714286,0.032142857142857154,2,,Lost,Dormant reactivation: survey + discount offer,LOW
EG-13900,Emily Grady,Consumer,22,5,104.2656,0.2,-0.03287477954144625,3,,Lost,Standard newsletter + seasonal promotions,LOW
AY-10555,Andy Yotov,Corporate,14,4,103.3499,0.1,0.267,3,,Lost,Standard newsletter + seasonal promotions,LOW
EM-13960,Eric Murdock,Consumer,151,5,102.29599999999999,0.2333333333333333,-0.13708333333333342,3,,Lost,Dormant reactivation: survey + discount offer,LOW
AT-10435,Alyssa Tate,Home Office,21,6,100.87680000000002,0.19999999999999998,0.026851851851851842,3,,Lost,Standard newsletter + seasonal promotions,LOW
SC-20575,Sonia Cooley,Consumer,92,5,100.2253,0.34285714285714286,-0.3123809523809524,2,,Lost,Standard newsletter + seasonal promotions,LOW
HA-14920,Helen Andreada,Consumer,20,8,99.1445,0.2,0.05499999999999998,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CV-12805,Cynthia Voltz,Corporate,5,9,98.99749999999999,0.2431578947368421,-0.09974028207774341,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
